num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2357,2023,11,10,06:00 a 11:59,6,Mañana,Marzo,Sábado,Huehuetenango,Huehuetenango,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Automóvil,Honda,Gris,,,Vuelco
2358,2023,11,4,00:00 a 05:59,0,Mañana,Marzo,Sábado,El Progreso,Guastatoya,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,TVS Apache,Rojo,,,Derrape
2359,2023,11,17,12:00 a 17:59,12,Tarde,Marzo,Sábado,Izabal,Morales,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Gris,,,Derrape
2360,2023,11,17,12:00 a 17:59,12,Tarde,Marzo,Sábado,Petén,San Francisco,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Derrape
2361,2023,11,11,06:00 a 11:59,6,Mañana,Marzo,Sábado,Sololá,Santa Lucía Utatlán,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Camión,Hino,Blanco,,,Colisión
2362,2023,11,11,06:00 a 11:59,6,Mañana,Marzo,Sábado,Sololá,Santa Lucía Utatlán,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Cabezal,,Azul,,,Colisión
2363,2023,11,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Sololá,Panajachel,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Camioneta,Mazda,Gris,,,Embarrancó
2364,2023,11,22,18:00 a 23:59,18,Noche,Marzo,Sábado,Chimaltenango,El Tejar,,Hombre,56,55-59,55-59,55 - 59,,Mayor,Pick up,Toyota,Rojo,1986,1980-1989,Colisión
2365,2023,11,22,18:00 a 23:59,18,Noche,Marzo,Sábado,Chimaltenango,El Tejar,,Hombre,,,,,,Mayor,Motocicleta,,Negro,2021,2020-2029,Colisión
2366,2023,12,9,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Hombre,27,25-29,25-29,25 - 29,,Mayor,Pick up,Isuzu,Gris,1997,1990-1999,Colisión
2367,2023,12,9,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Mujer,48,45-49,45-49,45 - 49,,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión
2368,2023,12,7,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,San Pedro Ayampuc,,Mujer,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Derrape
2369,2023,12,13,12:00 a 17:59,12,Tarde,Marzo,Domingo,Guatemala,Amatitlán,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,2023,2020-2029,Colisión
2370,2023,12,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Mixco,3,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
2371,2023,12,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Mixco,3,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Blanco,,,Colisión
2372,2023,12,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Escuintla,Escuintla,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Bajaj,Rojo,2018,2010-2019,Derrape
2373,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Escuintla,Palín,,Hombre,,,,,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
2374,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Escuintla,Palín,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Azul,,,Colisión
2375,2023,12,19,18:00 a 23:59,18,Noche,Marzo,Domingo,Suchitepéquez,Río Bravo,,Hombre,48,45-49,45-49,45 - 49,,Mayor,Bus urbano,Internacional,Amarillo,1998,1990-1999,Colisión
2376,2023,12,19,18:00 a 23:59,18,Noche,Marzo,Domingo,Suchitepéquez,Río Bravo,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2377,2023,12,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,San Marcos,San Pedro Sacatepéquez,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Italika,Rojo,,,Derrape
2378,2023,12,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Huehuetenango,Chiantla,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Camión,Hino,Blanco,2001,2000-2009,Colisión
2379,2023,12,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Huehuetenango,Chiantla,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2380,2023,12,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Huehuetenango,Huehuetenango,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Toyota,Rojo,,,Colisión
2381,2023,12,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Huehuetenango,Huehuetenango,,Mujer,30,30-34,30-34,30 - 34,,Mayor,Pick up,Nissan,Gris,,,Colisión
2382,2023,12,7,06:00 a 11:59,6,Mañana,Marzo,Domingo,Totonicapán,Momostenango,,Hombre,45,45-49,45-49,45 - 49,,Mayor,Camioneta,Toyota,Corinto,,,Embarrancó
2383,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Baja Verapaz,Salamá,,Mujer,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,Rojo,,,Colisión
2384,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Baja Verapaz,Salamá,,Mujer,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Negro,,,Colisión
2385,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Petén,Sayaxché,,Mujer,23,20-24,20-24,20 - 24,,Mayor,Camioneta,Toyota,Beige,2001,2000-2009,Colisión
2386,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Petén,Sayaxché,,Hombre,54,50-54,50-54,50 - 54,,Mayor,Motocicleta,United Motors (UM),,,,Colisión
2387,2023,12,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Sololá,San Pedro la Laguna,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Camión,Mitsubishi,,1994,1990-1999,Choque
2388,2023,12,13,12:00 a 17:59,12,Tarde,Marzo,Domingo,Sacatepéquez,Pastores,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2389,2023,12,13,12:00 a 17:59,12,Tarde,Marzo,Domingo,Sacatepéquez,Pastores,,Hombre,50,50-54,50-54,50 - 54,,Mayor,Motocicleta,Otros,Rojo,2016,2010-2019,Colisión
2390,2023,12,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Sacatepéquez,Antigua Guatemala,,Hombre,47,45-49,45-49,45 - 49,,Mayor,Camioneta,,Gris,,,Colisión
2391,2023,12,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Sacatepéquez,Antigua Guatemala,,Hombre,,,,,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
2392,2023,12,23,18:00 a 23:59,18,Noche,Marzo,Domingo,Sacatepéquez,Santiago Sacatepéquez,,Hombre,,,,,,Mayor,Motocicleta,Honda,Blanco,2021,2020-2029,Choque
2393,2023,12,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Sacatepéquez,Antigua Guatemala,,Hombre,,,,,,Mayor,Camioneta,Mazda,Blanco,,,Choque
2394,2023,13,13,12:00 a 17:59,12,Tarde,Marzo,Lunes,Guatemala,Guatemala,3,Hombre,42,40-44,40-44,40 - 44,,Mayor,Automóvil,Scion,Corinto,2006,2000-2009,Colisión
2395,2023,13,13,12:00 a 17:59,12,Tarde,Marzo,Lunes,Guatemala,Guatemala,3,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Haojue,Rojo,2017,2010-2019,Colisión
2396,2023,13,21,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,19,15-19,15-19,15 - 19,,Mayor,Automóvil,Toyota,Corinto,2011,2010-2019,Colisión
2397,2023,13,21,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,TVS Apache,Rojo,2017,2010-2019,Colisión
2398,2023,13,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,1,Hombre,48,45-49,45-49,45 - 49,,Mayor,Automóvil,Kia,Verde,1999,1990-1999,Colisión
2399,2023,13,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,1,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Rojo,2021,2020-2029,Colisión
2400,2023,13,18,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,6,Hombre,59,55-59,55-59,55 - 59,,Mayor,Camioneta,Nissan,Gris,2018,2010-2019,Colisión
2401,2023,13,18,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,6,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Freedom,Rojo,2018,2010-2019,Colisión
2402,2023,13,18,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,13,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Mazda,Blanco,2004,2000-2009,Colisión
2403,2023,13,18,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,13,Hombre,24,20-24,20-24,20 - 24,,Mayor,Automóvil,TVS Apache,Amarillo,2023,2020-2029,Colisión
2404,2023,13,19,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Guatemala,13,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Serpento,Rojo,2021,2020-2029,Derrape
2405,2023,13,9,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Guatemala,11,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Colisión
2406,2023,13,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Canales,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
2407,2023,13,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Canales,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Bajaj,Blanco,,,Colisión
2408,2023,13,1,00:00 a 05:59,0,Mañana,Marzo,Lunes,Guatemala,Villa Canales,,Hombre,34,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Derrape
2409,2023,13,10,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,San Juan Sacatepéquez,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,2018,2010-2019,Colisión
2410,2023,13,10,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,San Juan Sacatepéquez,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,2015,2010-2019,Colisión
2411,2023,13,20,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Mixco,3,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
2412,2023,13,20,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Mixco,3,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Colisión
2413,2023,13,16,12:00 a 17:59,12,Tarde,Marzo,Lunes,Guatemala,San Juan Sacatepéquez,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
2414,2023,13,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Alta Verapaz,Cobán,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Camión,GMC,Blanco,,,Colisión
2415,2023,13,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Alta Verapaz,Cobán,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Honda,Rojo,,,Colisión
2416,2023,13,3,00:00 a 05:59,0,Mañana,Marzo,Lunes,El Progreso,San Antonio la Paz,,Hombre,43,40-44,40-44,40 - 44,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2417,2023,13,20,18:00 a 23:59,18,Noche,Marzo,Lunes,Izabal,Morales,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Automóvil,Toyota,Negro,2018,2010-2019,Colisión
2418,2023,13,20,18:00 a 23:59,18,Noche,Marzo,Lunes,Izabal,Morales,,Hombre,55,55-59,55-59,55 - 59,,Mayor,Motocicleta,Italika,Rojo,,,Colisión
2419,2023,13,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Quiché,San Juan Cotzal,,Hombre,17,15-19,15-19,15 - 19,,Menor,Pick up,Toyota,Blanco,1991,1990-1999,Colisión
2420,2023,13,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Quiché,San Juan Cotzal,,Hombre,,,,,,Mayor,Motocicleta,Movesa,,2023,2020-2029,Colisión
2421,2023,13,19,18:00 a 23:59,18,Noche,Marzo,Lunes,Quiché,Santa María Nebaj,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Camión,Freightliner,Negro,,,Colisión
2422,2023,13,19,18:00 a 23:59,18,Noche,Marzo,Lunes,Quiché,Santa María Nebaj,,Mujer,,,,,,Mayor,Motocicleta,Honda,Negro,,,Colisión
2423,2023,13,14,12:00 a 17:59,12,Tarde,Marzo,Lunes,Chimaltenango,Chimaltenango,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Automóvil,Mazda,Rojo,2007,2000-2009,Colisión
2424,2023,13,14,12:00 a 17:59,12,Tarde,Marzo,Lunes,Chimaltenango,Chimaltenango,,Mujer,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Azul,2018,2010-2019,Colisión
2425,2023,14,4,00:00 a 05:59,0,Mañana,Marzo,Martes,Guatemala,Guatemala,10,Mujer,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Chevrolet,Azul,2000,2000-2009,Colisión
2426,2023,14,4,00:00 a 05:59,0,Mañana,Marzo,Martes,Guatemala,Guatemala,10,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Benelli,,2018,2010-2019,Colisión
2427,2023,14,7,06:00 a 11:59,6,Mañana,Marzo,Martes,Guatemala,Villa Nueva,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,,,,,Derrape
2428,2023,14,7,06:00 a 11:59,6,Mañana,Marzo,Martes,Guatemala,Villa Nueva,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Bus urbano,,,,,Derrape
2429,2023,14,22,18:00 a 23:59,18,Noche,Marzo,Martes,Guatemala,Mixco,7,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,Yamaha,Azul,2020,2020-2029,Colisión
2430,2023,14,22,18:00 a 23:59,18,Noche,Marzo,Martes,Guatemala,Mixco,7,Mujer,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Yumbo dakar,Blanco,,,Colisión
2431,2023,14,15,12:00 a 17:59,12,Tarde,Marzo,Martes,Escuintla,Palín,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Scion,Blanco,,,Embarrancó
2432,2023,14,0,00:00 a 05:59,0,Mañana,Marzo,Martes,Retalhuleu,Retalhuleu,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,,2021,2020-2029,Colisión
2433,2023,14,0,00:00 a 05:59,0,Mañana,Marzo,Martes,Retalhuleu,Retalhuleu,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Honda,,2021,2020-2029,Colisión
2434,2023,14,23,18:00 a 23:59,18,Noche,Marzo,Martes,Alta Verapaz,Santa Cruz Verapaz,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Automóvil,Toyota,,,,Colisión
2435,2023,14,23,18:00 a 23:59,18,Noche,Marzo,Martes,Alta Verapaz,Santa Cruz Verapaz,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Automóvil,Toyota,Negro,,,Colisión
2436,2023,14,16,12:00 a 17:59,12,Tarde,Marzo,Martes,Petén,San Luis,,Hombre,43,40-44,40-44,40 - 44,,Mayor,Camión,Isuzu,Blanco,2017,2010-2019,Colisión
2437,2023,14,16,12:00 a 17:59,12,Tarde,Marzo,Martes,Petén,San Luis,,Hombre,15,15-19,15-19,15 - 19,,Menor,Motocicleta,Suzuki,Negro,,,Colisión
2438,2023,14,10,06:00 a 11:59,6,Mañana,Marzo,Martes,Sacatepéquez,San Lucas Sacatepéquez,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
2439,2023,15,22,18:00 a 23:59,18,Noche,Marzo,Miércoles,Guatemala,Guatemala,8,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,TVS Apache,Negro,2017,2010-2019,Colisión
2440,2023,15,22,18:00 a 23:59,18,Noche,Marzo,Miércoles,Guatemala,Guatemala,9,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,,,,,Colisión
2441,2023,15,21,18:00 a 23:59,18,Noche,Marzo,Miércoles,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,,Mayor,Pick up,Nissan,Gris,1999,1990-1999,Colisión
2442,2023,15,21,18:00 a 23:59,18,Noche,Marzo,Miércoles,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,,Mayor,Automóvil,Toyota,Rojo,2019,2010-2019,Colisión
2443,2023,15,1,00:00 a 05:59,0,Mañana,Marzo,Miércoles,Escuintla,Escuintla,,Hombre,,,,,,Mayor,Motocicleta,Hero Hunk,Rojo,2022,2020-2029,Derrape
2444,2023,15,17,12:00 a 17:59,12,Tarde,Marzo,Miércoles,San Marcos,San Antonio Sacatepéquez,,Hombre,62,60-64,60 y más,60 - 64,,Mayor,Pick up,Toyota,Negro,1994,1990-1999,Colisión
2445,2023,15,17,12:00 a 17:59,12,Tarde,Marzo,Miércoles,San Marcos,San Antonio Sacatepéquez,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Panel,Mitsubishi,Blanco,2015,2010-2019,Colisión
2446,2023,15,16,12:00 a 17:59,12,Tarde,Marzo,Miércoles,San Marcos,La Blanca,,Hombre,50,50-54,50-54,50 - 54,,Mayor,Motocicleta,,,,,Colisión
2447,2023,15,16,12:00 a 17:59,12,Tarde,Marzo,Miércoles,Alta Verapaz,Tucurú,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
2448,2023,15,16,12:00 a 17:59,12,Tarde,Marzo,Miércoles,Alta Verapaz,Tucurú,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Camión,Internacional,Blanco,,,Colisión
2449,2023,15,19,18:00 a 23:59,18,Noche,Marzo,Miércoles,Baja Verapaz,Purulhá,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,,,Colisión
2450,2023,15,12,12:00 a 17:59,12,Tarde,Marzo,Miércoles,Izabal,Puerto Barrios,,Hombre,66,65-69,60 y más,65 - 69,,Mayor,Grúa,,,,,Colisión
2451,2023,15,12,12:00 a 17:59,12,Tarde,Marzo,Miércoles,Izabal,Puerto Barrios,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Blanco,,,Colisión
2452,2023,15,12,12:00 a 17:59,12,Tarde,Marzo,Miércoles,Izabal,Puerto Barrios,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Yumbo dakar,,,,Colisión
2453,2023,15,20,18:00 a 23:59,18,Noche,Marzo,Miércoles,Sacatepéquez,Santa Lucía Milpas Altas,,Hombre,44,40-44,40-44,40 - 44,,Mayor,Motocicleta,CF Moto,,,,Colisión
2454,2023,15,20,18:00 a 23:59,18,Noche,Marzo,Miércoles,Sacatepéquez,Santa Lucía Milpas Altas,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Cuatrimoto,Bajaj,,,,Colisión
2455,2023,15,20,18:00 a 23:59,18,Noche,Marzo,Miércoles,Sacatepéquez,Santa Lucía Milpas Altas,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Hero Hunk,,,,Colisión
2456,2023,16,13,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,Guatemala,1,Hombre,24,20-24,20-24,20 - 24,,Mayor,Pick up,Nissan,Gris,2019,2010-2019,Colisión
2457,2023,16,13,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,Guatemala,1,Hombre,56,55-59,55-59,55 - 59,,Mayor,Motocicleta,Italika,Rojo,2016,2010-2019,Colisión
2458,2023,16,9,06:00 a 11:59,6,Mañana,Marzo,Jueves,Guatemala,Mixco,10,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,TVS Apache,Rojo,2018,2010-2019,Colisión
2459,2023,16,9,06:00 a 11:59,6,Mañana,Marzo,Jueves,Guatemala,Mixco,10,Hombre,,,,,,Mayor,Camión,,,,,Colisión
2460,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,Izabal,Puerto Barrios,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Automóvil,Honda,Blanco,,,Colisión
2461,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,Izabal,Puerto Barrios,,Hombre,45,45-49,45-49,45 - 49,,Mayor,Motocicleta,Freedom,Rojo,,,Colisión
2462,2023,16,0,00:00 a 05:59,0,Mañana,Marzo,Jueves,San Marcos,San Marcos,,Hombre,43,40-44,40-44,40 - 44,,Mayor,Camioneta,Ford,Corinto,1998,1990-1999,Colisión
2463,2023,16,0,00:00 a 05:59,0,Mañana,Marzo,Jueves,San Marcos,San Marcos,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Gris,,,Colisión
2464,2023,16,20,18:00 a 23:59,18,Noche,Marzo,Jueves,Zacapa,Estanzuela,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Motocicleta,Suzuki,,,,Colisión
2465,2023,16,20,18:00 a 23:59,18,Noche,Marzo,Jueves,Zacapa,Estanzuela,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Camioneta,,,,,Colisión
2466,2023,16,6,06:00 a 11:59,6,Mañana,Marzo,Jueves,Quetzaltenango,Quetzaltenango,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Pick up,Toyota,Rojo,,,Colisión
2467,2023,16,6,06:00 a 11:59,6,Mañana,Marzo,Jueves,Quetzaltenango,Quetzaltenango,,Hombre,44,40-44,40-44,40 - 44,,Mayor,Microbús,Hyundai,Gris,,,Colisión
2468,2023,16,10,06:00 a 11:59,6,Mañana,Marzo,Jueves,Chimaltenango,Chimaltenango,,Hombre,57,55-59,55-59,55 - 59,,Mayor,Camioneta,Mazda,,2007,2000-2009,Colisión
2469,2023,16,10,06:00 a 11:59,6,Mañana,Marzo,Jueves,Chimaltenango,Chimaltenango,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Blanco,2018,2010-2019,Colisión
2470,2023,16,12,12:00 a 17:59,12,Tarde,Marzo,Jueves,Escuintla,San José,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Camioneta,Kia,Blanco,,,Colisión
2471,2023,16,12,12:00 a 17:59,12,Tarde,Marzo,Jueves,Escuintla,San José,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Honda,Rojo,,,Colisión
2472,2023,16,11,06:00 a 11:59,6,Mañana,Marzo,Jueves,Quiché,Chicamán,2,Hombre,27,25-29,25-29,25 - 29,,Mayor,Cuatrimoto,Bajaj,Rojo,,,Colisión
2473,2023,16,11,06:00 a 11:59,6,Mañana,Marzo,Jueves,Quiché,Chicamán,2,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,,,Colisión
2474,2023,16,13,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,Mixco,1,Hombre,45,45-49,45-49,45 - 49,,Mayor,Automóvil,Honda,Azul,2012,2010-2019,Colisión
2475,2023,16,13,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,San Juan Sacatepéquez,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Asia Hero,Blanco,2022,2020-2029,Colisión
2476,2023,16,14,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,Mayor,Pick up,,,,,Colisión
2477,2023,16,14,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,San Juan Sacatepéquez,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Serpento,,2019,2010-2019,Colisión
2478,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,Chinautla,6,Hombre,46,45-49,45-49,45 - 49,,Mayor,Pick up,Nissan,Gris,1997,1990-1999,Colisión
2479,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,Guatemala,Chinautla,6,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Serpento,Rojo,2017,2010-2019,Colisión
2480,2023,16,22,18:00 a 23:59,18,Noche,Marzo,Jueves,Guatemala,Villa Nueva,1,Hombre,,,,,,Mayor,Pick up,,Rojo,,,Colisión
2481,2023,16,22,18:00 a 23:59,18,Noche,Marzo,Jueves,Guatemala,Villa Nueva,1,Mujer,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Colisión
2482,2023,16,23,18:00 a 23:59,18,Noche,Marzo,Jueves,Jutiapa,Jutiapa,2,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Mazda,Negro,2002,2000-2009,Colisión
2483,2023,16,23,18:00 a 23:59,18,Noche,Marzo,Jueves,Jutiapa,Jutiapa,2,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,2023,2020-2029,Colisión
2484,2023,16,18,18:00 a 23:59,18,Noche,Marzo,Jueves,Sacatepéquez,Antigua Guatemala,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Automóvil,,Gris,,,Colisión
2485,2023,16,18,18:00 a 23:59,18,Noche,Marzo,Jueves,Sacatepéquez,Antigua Guatemala,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Automóvil,,Blanco,,,Colisión
2486,2023,16,6,06:00 a 11:59,6,Mañana,Marzo,Jueves,Guatemala,Palencia,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Asia Hero,Negro,,,Derrape
2487,2023,16,1,00:00 a 05:59,0,Mañana,Marzo,Jueves,Guatemala,Villa Canales,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,,Negro,,,Derrape
2488,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,El Progreso,Sanarate,,Hombre,,,,,,Mayor,Camión,,,,,Colisión
2489,2023,16,17,12:00 a 17:59,12,Tarde,Marzo,Jueves,El Progreso,Sanarate,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Colisión
2490,2023,17,12,12:00 a 17:59,12,Tarde,Marzo,Viernes,Guatemala,Guatemala,4,Hombre,34,30-34,30-34,30 - 34,,Mayor,Camión,Internacional,Blanco,1994,1990-1999,Colisión
