num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
10554,2023,21,20,18:00 a 23:59,18,Noche,Noviembre,Martes,Guatemala,Guatemala,18,Hombre,,,,,,Mayor,Motocicleta,Haojue,Azul,2022,2020-2029,Colisión
10555,2023,21,11,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,Guatemala,12,Hombre,34,30-34,30-34,30 - 34,,Mayor,Pick up,Toyota,Blanco,,,Colisión
10556,2023,21,11,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,Rojo,,,Colisión
10557,2023,21,18,18:00 a 23:59,18,Noche,Noviembre,Martes,Guatemala,Guatemala,11,Hombre,27,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Suzuki,Negro,2018,2010-2019,Derrape
10558,2023,21,9,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Gris,2023,2020-2029,Derrape
10559,2023,21,0,00:00 a 05:59,0,Mañana,Noviembre,Martes,Guatemala,Mixco,,Hombre,,,,,,Mayor,Pick up,Isuzu,Blanco,1994,1990-1999,Colisión
10560,2023,21,0,00:00 a 05:59,0,Mañana,Noviembre,Martes,Guatemala,Mixco,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Asia Hero,Café,2023,2020-2029,Colisión
10561,2023,21,8,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Blanco,2018,2010-2019,Colisión
10562,2023,21,8,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,San Juan Sacatepéquez,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,,Rojo,,,Colisión
10563,2023,21,11,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,Mixco,8,Hombre,68,65-69,60 y más,65 - 69,,Mayor,Automóvil,Mazda,Gris,2009,2000-2009,Colisión
10564,2023,21,11,06:00 a 11:59,6,Mañana,Noviembre,Martes,Guatemala,Mixco,8,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Yamaha,Anaranjado,2007,2000-2009,Colisión
10565,2023,21,5,00:00 a 05:59,0,Mañana,Noviembre,Martes,Zacapa,Zacapa,,Hombre,44,40-44,40-44,40 - 44,,Mayor,Camión,Hino,Blanco,2024,2020-2029,Colisión
10566,2023,21,5,00:00 a 05:59,0,Mañana,Noviembre,Martes,Zacapa,Zacapa,,Hombre,,,,,,Mayor,Camioneta,Mitsubishi,Azul,2024,2020-2029,Colisión
10567,2023,21,7,06:00 a 11:59,6,Mañana,Noviembre,Martes,Escuintla,Santa Lucía Cotzumalguapa,,Hombre,47,45-49,45-49,45 - 49,,Mayor,Cabezal,Internacional,Blanco,1987,1980-1989,Colisión
10568,2023,21,7,06:00 a 11:59,6,Mañana,Noviembre,Martes,Escuintla,Santa Lucía Cotzumalguapa,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Bajaj,Blanco,,,Colisión
10569,2023,21,8,06:00 a 11:59,6,Mañana,Noviembre,Martes,Escuintla,La Gomera,,Hombre,59,55-59,55-59,55 - 59,,Mayor,Pick up,Isuzu,Gris,2024,2020-2029,Colisión
10570,2023,21,8,06:00 a 11:59,6,Mañana,Noviembre,Martes,Escuintla,La Gomera,,Mujer,54,50-54,50-54,50 - 54,,Mayor,Motocicleta,,Azul,2011,2010-2019,Colisión
10571,2023,21,0,00:00 a 05:59,0,Mañana,Noviembre,Martes,Retalhuleu,San Martín Zapotitlán,,Hombre,22,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Freedom,Negro,2022,2020-2029,Derrape
10572,2023,21,9,06:00 a 11:59,6,Mañana,Noviembre,Martes,Alta Verapaz,Tactic,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Pick up,Toyota,Gris,,,Embarrancó
10573,2023,21,18,18:00 a 23:59,18,Noche,Noviembre,Martes,Petén,San Benito,,Hombre,64,60-64,60 y más,60 - 64,,Mayor,,Sanlg,,,,Colisión
10574,2023,22,9,06:00 a 11:59,6,Mañana,Noviembre,Miércoles,Guatemala,Guatemala,9,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Colisión
10575,2023,22,23,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Guatemala,Guatemala,12,Hombre,35,35-39,35-39,35 - 39,,Mayor,Automóvil,Mitsubishi,Rosado,2014,2010-2019,Colisión
10576,2023,22,23,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Guatemala,Guatemala,12,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Hero Hunk,Negro,2023,2020-2029,Colisión
10577,2023,22,20,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Motocicleta,,,,,Derrape
10578,2023,22,10,06:00 a 11:59,6,Mañana,Noviembre,Miércoles,Guatemala,Mixco,4,Hombre,51,50-54,50-54,50 - 54,,Mayor,Motocicleta,Yamaha,Negro,,,Derrape
10579,2023,22,8,06:00 a 11:59,6,Mañana,Noviembre,Miércoles,Jutiapa,Moyuta,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Honda,Azul,2021,2020-2029,Choque
10580,2023,22,18,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Escuintla,Palín,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
10581,2023,22,18,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Escuintla,Palín,,Hombre,,,,,,Mayor,Motocicleta,Italika,Negro,2019,2010-2019,Colisión
10582,2023,22,23,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Alta Verapaz,San Pedro Carchá,,Hombre,36,35-39,35-39,35 - 39,Ebrio,Mayor,Camioneta,Nissan,Blanco,,,Choque
10583,2023,22,1,00:00 a 05:59,0,Mañana,Noviembre,Miércoles,Alta Verapaz,Cobán,,Hombre,,,,,,Mayor,Motocicleta,Suzuki,Negro,,,Derrape
10584,2023,22,14,12:00 a 17:59,12,Tarde,Noviembre,Miércoles,Izabal,Morales,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Camión,Freightliner,Negro,,,Colisión
10585,2023,22,14,12:00 a 17:59,12,Tarde,Noviembre,Miércoles,Izabal,Morales,,Hombre,69,65-69,60 y más,65 - 69,,Mayor,Automóvil,Honda,Café,,,Colisión
10586,2023,22,14,12:00 a 17:59,12,Tarde,Noviembre,Miércoles,Izabal,Morales,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Camión,Hino,Blanco,,,Colisión
10587,2023,22,18,18:00 a 23:59,18,Noche,Noviembre,Miércoles,Quiché,Santa María Nebaj,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,,,,,Choque
10588,2023,22,12,12:00 a 17:59,12,Tarde,Noviembre,Miércoles,Sacatepéquez,San Lucas Sacatepéquez,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Azul,,,Derrape
10589,2023,23,12,12:00 a 17:59,12,Tarde,Noviembre,Jueves,Alta Verapaz,Fray Bartolomé de las Casas,,Hombre,45,45-49,45-49,45 - 49,,Mayor,Pick up,Toyota,Verde,,,Derrape
10590,2023,23,22,18:00 a 23:59,18,Noche,Noviembre,Jueves,Baja Verapaz,Rabinal,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Bus urbano,Ford,,,,Choque
10591,2023,23,20,18:00 a 23:59,18,Noche,Noviembre,Jueves,Izabal,Morales,,Hombre,,,,,,Mayor,,,,,,Colisión
10592,2023,23,20,18:00 a 23:59,18,Noche,Noviembre,Jueves,Izabal,Morales,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
10593,2023,23,11,06:00 a 11:59,6,Mañana,Noviembre,Jueves,Guatemala,Guatemala,17,Hombre,49,45-49,45-49,45 - 49,,Mayor,Automóvil,Isuzu,Gris,,,Colisión
10594,2023,23,11,06:00 a 11:59,6,Mañana,Noviembre,Jueves,Guatemala,Guatemala,17,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
10595,2023,23,13,12:00 a 17:59,12,Tarde,Noviembre,Jueves,Guatemala,Fraijanes,,Mujer,80,80 y más,60 y más,80 o m?s,,Mayor,Camioneta,Hyundai,Negro,2012,2010-2019,Colisión
10596,2023,23,13,12:00 a 17:59,12,Tarde,Noviembre,Jueves,Guatemala,Fraijanes,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Motocicleta,Kawasaki,Rojo,,,Colisión
10597,2023,23,10,06:00 a 11:59,6,Mañana,Noviembre,Jueves,Guatemala,Mixco,3,Hombre,61,60-64,60 y más,60 - 64,,Mayor,Motocicleta,Genesis,Azul,,,Colisión
10598,2023,23,10,06:00 a 11:59,6,Mañana,Noviembre,Jueves,Guatemala,Mixco,3,Mujer,29,25-29,25-29,25 - 29,,Mayor,Motocicleta,Freedom,Blanco,,,Colisión
10599,2023,23,22,18:00 a 23:59,18,Noche,Noviembre,Jueves,Santa Rosa,Chiquimulilla,,Hombre,35,35-39,35-39,35 - 39,No Ebrio,Mayor,Cabezal,Freightliner,Blanco,,,Colisión
10600,2023,23,22,18:00 a 23:59,18,Noche,Noviembre,Jueves,Santa Rosa,Chiquimulilla,,Hombre,32,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Toyota,Negro,2001,2000-2009,Colisión
10601,2023,24,13,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Guatemala,Guatemala,18,Hombre,32,30-34,30-34,30 - 34,,Mayor,Pick up,Toyota,Blanco,2022,2020-2029,Colisión
10602,2023,24,13,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,,Mayor,Camioneta,Kia,Blanco,2011,2010-2019,Colisión
10603,2023,24,13,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Guatemala,Guatemala,18,Hombre,31,30-34,30-34,30 - 34,,Mayor,Camión,Hino,,2018,2010-2019,Colisión
10604,2023,24,6,06:00 a 11:59,6,Mañana,Noviembre,Viernes,Guatemala,Guatemala,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Honda,Anaranjado,,,Colisión
10605,2023,24,6,06:00 a 11:59,6,Mañana,Noviembre,Viernes,Guatemala,Guatemala,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Motocicleta,TVS Apache,Gris,,,Colisión
10606,2023,24,15,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Guatemala,San Pedro Ayampuc,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Camión,Internacional,Amarillo,1996,1990-1999,Colisión
10607,2023,24,15,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Guatemala,San Pedro Ayampuc,,Hombre,,,,,,Mayor,Motocicleta,Italika,Azul,,,Colisión
10608,2023,24,21,18:00 a 23:59,18,Noche,Noviembre,Viernes,Guatemala,Guatemala,17,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,,,Derrape
10609,2023,24,8,06:00 a 11:59,6,Mañana,Noviembre,Viernes,Guatemala,Guatemala,7,Hombre,61,60-64,60 y más,60 - 64,,Mayor,Motocicleta,,,,,Derrape
10610,2023,24,19,18:00 a 23:59,18,Noche,Noviembre,Viernes,Jutiapa,Jutiapa,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Hero Hunk,Rojo,2018,2010-2019,Colisión
10611,2023,24,15,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Quetzaltenango,Cantel,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Camioneta,Nissan,Negro,2008,2000-2009,Colisión
10612,2023,24,15,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Quetzaltenango,Cantel,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,TVS Apache,Azul,2022,2020-2029,Colisión
10613,2023,24,9,06:00 a 11:59,6,Mañana,Noviembre,Viernes,San Marcos,Ocós,,Hombre,44,40-44,40-44,40 - 44,,Mayor,Camioneta,Hyundai,Blanco,,,Colisión
10614,2023,24,9,06:00 a 11:59,6,Mañana,Noviembre,Viernes,San Marcos,Ocós,,Mujer,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Honda,Negro,,,Colisión
10615,2023,24,21,18:00 a 23:59,18,Noche,Noviembre,Viernes,San Marcos,San Marcos,,Mujer,58,55-59,55-59,55 - 59,,Mayor,Pick up,Toyota,Gris,2022,2020-2029,Colisión
10616,2023,24,21,18:00 a 23:59,18,Noche,Noviembre,Viernes,San Marcos,San Marcos,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,,Blanco,,,Colisión
10617,2023,24,20,18:00 a 23:59,18,Noche,Noviembre,Viernes,El Progreso,Sanarate,,Mujer,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Derrape
10618,2023,24,13,12:00 a 17:59,12,Tarde,Noviembre,Viernes,Petén,La Libertad,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Camión,Mitsubishi,Blanco,2005,2000-2009,Vuelco
10619,2023,25,7,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Guatemala,Guatemala,1,Mujer,51,50-54,50-54,50 - 54,,Mayor,Automóvil,Honda,Gris,2012,2010-2019,Colisión
10620,2023,25,7,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Guatemala,Guatemala,1,Hombre,,,,,,Mayor,Motocicleta,Yamaha,Verde,2018,2010-2019,Colisión
10621,2023,25,3,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,,,,,,Colisión
10622,2023,25,3,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Guatemala,Guatemala,12,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Negro,2015,2010-2019,Colisión
10623,2023,25,1,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Guatemala,Mixco,1,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Negro,2023,2020-2029,Colisión
10624,2023,25,1,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Guatemala,Mixco,1,Hombre,,,,,,Mayor,Pick up,,,,,Colisión
10625,2023,25,10,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Guatemala,Guatemala,1,Mujer,36,35-39,35-39,35 - 39,,Mayor,Automóvil,Kia,Blanco,2019,2010-2019,Colisión
10626,2023,25,10,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Guatemala,Guatemala,1,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Negro,2023,2020-2029,Colisión
10627,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Guatemala,12,Mujer,36,35-39,35-39,35 - 39,,Mayor,Automóvil,Toyota,Gris,2020,2020-2029,Colisión
10628,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Guatemala,12,Hombre,36,35-39,35-39,35 - 39,,Mayor,Camioneta,Hyundai,Azul,2003,2000-2009,Colisión
10629,2023,25,0,00:00 a 05:59,0,Mañana,Noviembre,Sábado,San Marcos,San Marcos,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Microbús,Toyota,Azul,,,Colisión
10630,2023,25,2,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Jalapa,Jalapa,2,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Rojo,2017,2010-2019,Colisión
10631,2023,25,2,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Jalapa,Jalapa,2,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Amarillo,2016,2010-2019,Colisión
10632,2023,25,3,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Alta Verapaz,Cobán,,Hombre,61,60-64,60 y más,60 - 64,,Mayor,Bus urbano,Toyota,Blanco,2020,2020-2029,Colisión
10633,2023,25,3,00:00 a 05:59,0,Mañana,Noviembre,Sábado,Alta Verapaz,Cobán,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
10634,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Alta Verapaz,Cobán,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Automóvil,Volkswagen,Gris,2012,2010-2019,Colisión
10635,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Alta Verapaz,Cobán,,Mujer,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Honda,,2016,2010-2019,Colisión
10636,2023,25,15,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Sacatepéquez,Antigua Guatemala,,Hombre,48,45-49,45-49,45 - 49,,Mayor,Automóvil,Hyundai,Gris,2002,2000-2009,Colisión
10637,2023,25,15,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Sacatepéquez,Antigua Guatemala,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
10638,2023,25,17,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
10639,2023,25,17,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
10640,2023,25,20,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Villa Nueva,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Camioneta,Toyota,Verde,1996,1990-1999,Colisión
10641,2023,25,20,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Villa Nueva,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Automóvil,Honda,Blanco,,,Colisión
10642,2023,25,14,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Retalhuleu,Champerico,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,Honda,,,,Colisión
10643,2023,25,14,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Retalhuleu,Champerico,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
10644,2023,25,22,18:00 a 23:59,18,Noche,Noviembre,Sábado,Suchitepéquez,Santo Domingo Suchitepéquez,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
10645,2023,25,22,18:00 a 23:59,18,Noche,Noviembre,Sábado,Suchitepéquez,Santo Domingo Suchitepéquez,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Colisión
10646,2023,25,7,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Escuintla,La Democracia,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Camión,Hyundai,Azul,2007,2000-2009,Colisión
10647,2023,25,7,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Escuintla,La Democracia,,Hombre,65,65-69,60 y más,65 - 69,,Mayor,Tractor,,,,,Colisión
10648,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Escuintla,Palín,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Camioneta,Toyota,Gris,2007,2000-2009,Colisión
10649,2023,25,18,18:00 a 23:59,18,Noche,Noviembre,Sábado,Escuintla,Palín,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Negro,2020,2020-2029,Colisión
10650,2023,25,20,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Chuarrancho,,Hombre,,,,,,Mayor,Camión,,,,,Colisión
10651,2023,25,20,18:00 a 23:59,18,Noche,Noviembre,Sábado,Guatemala,Chuarrancho,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Moto taxi,Bajaj,Rojo,2016,2010-2019,Colisión
10652,2023,25,17,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Jutiapa,Moyuta,,Hombre,,,,,,Mayor,Pick up,Toyota,,,,Colisión
10653,2023,25,17,12:00 a 17:59,12,Tarde,Noviembre,Sábado,Jutiapa,Moyuta,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Motocicleta,,,,,Colisión
10654,2023,25,19,18:00 a 23:59,18,Noche,Noviembre,Sábado,Escuintla,Nueva Concepción,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Derrape
10655,2023,25,8,06:00 a 11:59,6,Mañana,Noviembre,Sábado,Sacatepéquez,Sumpango,,Hombre,,,,,,Mayor,Bus urbano,,Blanco,,,Choque
10656,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,Guatemala,10,Hombre,32,30-34,30-34,30 - 34,,Mayor,Camioneta,Toyota,Gris,2018,2010-2019,Colisión
10657,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,Guatemala,10,Hombre,48,45-49,45-49,45 - 49,,Mayor,Motocicleta,Haojue,Rojo,2022,2020-2029,Colisión
10658,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,San José Pinula,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Automóvil,BMW,Rojo,2010,2010-2019,Colisión
10659,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,San José Pinula,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Italika,Negro,2022,2020-2029,Colisión
10660,2023,26,19,18:00 a 23:59,18,Noche,Noviembre,Domingo,Guatemala,Guatemala,14,Mujer,60,60-64,60 y más,60 - 64,,Mayor,Camioneta,Mitsubishi,Gris,2011,2010-2019,Colisión
10661,2023,26,19,18:00 a 23:59,18,Noche,Noviembre,Domingo,Guatemala,Guatemala,14,Hombre,,,,,,Mayor,Motocicleta,Otros,Azul,2023,2020-2029,Colisión
10662,2023,26,19,18:00 a 23:59,18,Noche,Noviembre,Domingo,Guatemala,Villa Canales,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,TVS Apache,,,,Colisión
10663,2023,26,19,18:00 a 23:59,18,Noche,Noviembre,Domingo,Guatemala,Villa Canales,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,,,,Colisión
10664,2023,26,2,00:00 a 05:59,0,Mañana,Noviembre,Domingo,Guatemala,Villa Nueva,,Hombre,45,45-49,45-49,45 - 49,,Mayor,Cabezal,Freightliner,Café,,,Colisión
10665,2023,26,2,00:00 a 05:59,0,Mañana,Noviembre,Domingo,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
10666,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,Guatemala,19,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,TVS Apache,Azul,2021,2020-2029,Colisión
10667,2023,26,9,06:00 a 11:59,6,Mañana,Noviembre,Domingo,Guatemala,Guatemala,19,Hombre,49,45-49,45-49,45 - 49,,Mayor,Camioneta,Toyota,Verde,2006,2000-2009,Colisión
10668,2023,26,17,12:00 a 17:59,12,Tarde,Noviembre,Domingo,Guatemala,Mixco,5,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Azul,,,Derrape
10669,2023,26,13,12:00 a 17:59,12,Tarde,Noviembre,Domingo,Santa Rosa,Barberena,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Serpento,,,,Colisión
10670,2023,26,13,12:00 a 17:59,12,Tarde,Noviembre,Domingo,Santa Rosa,Barberena,,Hombre,,,,,,Mayor,Microbús,Mitsubishi,Rojo,,,Colisión
10671,2023,26,4,00:00 a 05:59,0,Mañana,Noviembre,Domingo,Santa Rosa,Barberena,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Motocicleta,TVS Apache,,,,Colisión
10672,2023,26,4,00:00 a 05:59,0,Mañana,Noviembre,Domingo,Santa Rosa,Barberena,,Hombre,,,,,,Mayor,Automóvil,Mitsubishi,Blanco,,,Colisión
10673,2023,26,18,18:00 a 23:59,18,Noche,Noviembre,Domingo,Retalhuleu,Nuevo San Carlos,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Pick up,Toyota,Corinto,,,Colisión
